decision_idx,eval_idx,train_end_idx,decision_date,eval_date,is_update_step,update_attempted,update_applied,gate_mode,gate_passed,gate_reason,gate_val_improvement,gate_relative_improvement
564,564,563,2022-10-12,2022-10-12,0,0,0,cadence,1,not_update_step,,
565,565,564,2022-10-13,2022-10-13,0,0,0,cadence,1,not_update_step,,
566,566,565,2022-10-14,2022-10-14,0,0,0,cadence,1,not_update_step,,
567,567,566,2022-10-17,2022-10-17,1,1,1,cadence,1,cadence_accept,-2.0977851818315685e-05,-0.10972633418178655
568,568,567,2022-10-18,2022-10-18,0,0,0,cadence,1,not_update_step,,
569,569,568,2022-10-19,2022-10-19,0,0,0,cadence,1,not_update_step,,
570,570,569,2022-10-20,2022-10-20,0,0,0,cadence,1,not_update_step,,
571,571,570,2022-10-21,2022-10-21,0,0,0,cadence,1,not_update_step,,
572,572,571,2022-10-24,2022-10-24,1,1,1,cadence,1,cadence_accept,-2.016802318394184e-05,-0.008517157564063937
573,573,572,2022-10-25,2022-10-25,0,0,0,cadence,1,not_update_step,,
574,574,573,2022-10-26,2022-10-26,0,0,0,cadence,1,not_update_step,,
575,575,574,2022-10-27,2022-10-27,0,0,0,cadence,1,not_update_step,,
576,576,575,2022-10-28,2022-10-28,0,0,0,cadence,1,not_update_step,,
577,577,576,2022-10-31,2022-10-31,1,1,1,cadence,1,cadence_accept,-2.57883220911026e-06,-0.0012531823142233165
578,578,577,2022-11-01,2022-11-01,0,0,0,cadence,1,not_update_step,,
579,579,578,2022-11-02,2022-11-02,0,0,0,cadence,1,not_update_step,,
580,580,579,2022-11-03,2022-11-03,0,0,0,cadence,1,not_update_step,,
581,581,580,2022-11-04,2022-11-04,0,0,0,cadence,1,not_update_step,,
582,582,581,2022-11-07,2022-11-07,1,1,1,cadence,1,cadence_accept,7.4553536251187325e-06,0.004648553026906909
583,583,582,2022-11-08,2022-11-08,0,0,0,cadence,1,not_update_step,,
584,584,583,2022-11-09,2022-11-09,0,0,0,cadence,1,not_update_step,,
585,585,584,2022-11-10,2022-11-10,0,0,0,cadence,1,not_update_step,,
586,586,585,2022-11-11,2022-11-11,0,0,0,cadence,1,not_update_step,,
587,587,586,2022-11-14,2022-11-14,1,1,1,cadence,1,cadence_accept,1.411139965057373e-05,0.0036780298935935284
588,588,587,2022-11-15,2022-11-15,0,0,0,cadence,1,not_update_step,,
589,589,588,2022-11-16,2022-11-16,0,0,0,cadence,1,not_update_step,,
590,590,589,2022-11-17,2022-11-17,0,0,0,cadence,1,not_update_step,,
591,591,590,2022-11-18,2022-11-18,0,0,0,cadence,1,not_update_step,,
592,592,591,2022-11-21,2022-11-21,1,1,1,cadence,1,cadence_accept,1.8438324332237244e-05,0.005942007202296133
593,593,592,2022-11-22,2022-11-22,0,0,0,cadence,1,not_update_step,,
594,594,593,2022-11-23,2022-11-23,0,0,0,cadence,1,not_update_step,,
595,595,594,2022-11-25,2022-11-25,0,0,0,cadence,1,not_update_step,,
596,596,595,2022-11-28,2022-11-28,1,1,1,cadence,1,cadence_accept,4.103756509721279e-06,0.003002670211580222
597,597,596,2022-11-29,2022-11-29,0,0,0,cadence,1,not_update_step,,
598,598,597,2022-11-30,2022-11-30,0,0,0,cadence,1,not_update_step,,
599,599,598,2022-12-01,2022-12-01,0,0,0,cadence,1,not_update_step,,
600,600,599,2022-12-02,2022-12-02,0,0,0,cadence,1,not_update_step,,
601,601,600,2022-12-05,2022-12-05,1,1,1,cadence,1,cadence_accept,1.042359508574009e-05,0.0038330000666562548
602,602,601,2022-12-06,2022-12-06,0,0,0,cadence,1,not_update_step,,
603,603,602,2022-12-07,2022-12-07,0,0,0,cadence,1,not_update_step,,
604,604,603,2022-12-08,2022-12-08,0,0,0,cadence,1,not_update_step,,
605,605,604,2022-12-09,2022-12-09,0,0,0,cadence,1,not_update_step,,
606,606,605,2022-12-12,2022-12-12,1,1,1,cadence,1,cadence_accept,4.694098606705666e-06,0.0021915843195340176
607,607,606,2022-12-13,2022-12-13,0,0,0,cadence,1,not_update_step,,
608,608,607,2022-12-14,2022-12-14,0,0,0,cadence,1,not_update_step,,
609,609,608,2022-12-15,2022-12-15,0,0,0,cadence,1,not_update_step,,
610,610,609,2022-12-16,2022-12-16,0,0,0,cadence,1,not_update_step,,
611,611,610,2022-12-19,2022-12-19,1,1,1,cadence,1,cadence_accept,2.801883965730667e-06,0.0027017734038305894
612,612,611,2022-12-20,2022-12-20,0,0,0,cadence,1,not_update_step,,
613,613,612,2022-12-21,2022-12-21,0,0,0,cadence,1,not_update_step,,
614,614,613,2022-12-22,2022-12-22,0,0,0,cadence,1,not_update_step,,
615,615,614,2022-12-23,2022-12-23,0,0,0,cadence,1,not_update_step,,
616,616,615,2022-12-27,2022-12-27,1,1,1,cadence,1,cadence_accept,1.4679739251732826e-05,0.007130673325992637
617,617,616,2022-12-28,2022-12-28,0,0,0,cadence,1,not_update_step,,
618,618,617,2022-12-29,2022-12-29,0,0,0,cadence,1,not_update_step,,
619,619,618,2022-12-30,2022-12-30,0,0,0,cadence,1,not_update_step,,
620,620,619,2023-01-03,2023-01-03,1,1,1,cadence,1,cadence_accept,1.332943793386221e-05,0.007488485776080704
621,621,620,2023-01-04,2023-01-04,0,0,0,cadence,1,not_update_step,,
622,622,621,2023-01-05,2023-01-05,0,0,0,cadence,1,not_update_step,,
623,623,622,2023-01-06,2023-01-06,0,0,0,cadence,1,not_update_step,,
624,624,623,2023-01-09,2023-01-09,1,1,1,cadence,1,cadence_accept,9.06619243323803e-06,0.009509554816526213
625,625,624,2023-01-10,2023-01-10,0,0,0,cadence,1,not_update_step,,
626,626,625,2023-01-11,2023-01-11,0,0,0,cadence,1,not_update_step,,
627,627,626,2023-01-12,2023-01-12,0,0,0,cadence,1,not_update_step,,
628,628,627,2023-01-13,2023-01-13,0,0,0,cadence,1,not_update_step,,
629,629,628,2023-01-17,2023-01-17,1,1,1,cadence,1,cadence_accept,8.843839168548584e-06,0.006432683664409791
630,630,629,2023-01-18,2023-01-18,0,0,0,cadence,1,not_update_step,,
631,631,630,2023-01-19,2023-01-19,0,0,0,cadence,1,not_update_step,,
632,632,631,2023-01-20,2023-01-20,0,0,0,cadence,1,not_update_step,,
633,633,632,2023-01-23,2023-01-23,1,1,1,cadence,1,cadence_accept,1.4215358532965183e-05,0.00874048012298759
634,634,633,2023-01-24,2023-01-24,0,0,0,cadence,1,not_update_step,,
635,635,634,2023-01-25,2023-01-25,0,0,0,cadence,1,not_update_step,,
636,636,635,2023-01-26,2023-01-26,0,0,0,cadence,1,not_update_step,,
637,637,636,2023-01-27,2023-01-27,0,0,0,cadence,1,not_update_step,,
638,638,637,2023-01-30,2023-01-30,1,1,1,cadence,1,cadence_accept,1.8402119167149067e-05,0.011346744008727231
639,639,638,2023-01-31,2023-01-31,0,0,0,cadence,1,not_update_step,,
640,640,639,2023-02-01,2023-02-01,0,0,0,cadence,1,not_update_step,,
641,641,640,2023-02-02,2023-02-02,0,0,0,cadence,1,not_update_step,,
642,642,641,2023-02-03,2023-02-03,0,0,0,cadence,1,not_update_step,,
643,643,642,2023-02-06,2023-02-06,1,1,1,cadence,1,cadence_accept,3.3257994800806046e-05,0.011842800707634375
644,644,643,2023-02-07,2023-02-07,0,0,0,cadence,1,not_update_step,,
645,645,644,2023-02-08,2023-02-08,0,0,0,cadence,1,not_update_step,,
646,646,645,2023-02-09,2023-02-09,0,0,0,cadence,1,not_update_step,,
647,647,646,2023-02-10,2023-02-10,0,0,0,cadence,1,not_update_step,,
648,648,647,2023-02-13,2023-02-13,1,1,1,cadence,1,cadence_accept,3.5588862374424934e-05,0.01193241723536125
649,649,648,2023-02-14,2023-02-14,0,0,0,cadence,1,not_update_step,,
650,650,649,2023-02-15,2023-02-15,0,0,0,cadence,1,not_update_step,,
651,651,650,2023-02-16,2023-02-16,0,0,0,cadence,1,not_update_step,,
652,652,651,2023-02-17,2023-02-17,0,0,0,cadence,1,not_update_step,,
653,653,652,2023-02-21,2023-02-21,1,1,1,cadence,1,cadence_accept,3.087427467107773e-05,0.010181960579207758
654,654,653,2023-02-22,2023-02-22,0,0,0,cadence,1,not_update_step,,
655,655,654,2023-02-23,2023-02-23,0,0,0,cadence,1,not_update_step,,
656,656,655,2023-02-24,2023-02-24,0,0,0,cadence,1,not_update_step,,
657,657,656,2023-02-27,2023-02-27,1,1,1,cadence,1,cadence_accept,2.773175947368145e-05,0.01200949006007615
658,658,657,2023-02-28,2023-02-28,0,0,0,cadence,1,not_update_step,,
659,659,658,2023-03-01,2023-03-01,0,0,0,cadence,1,not_update_step,,
660,660,659,2023-03-02,2023-03-02,0,0,0,cadence,1,not_update_step,,
661,661,660,2023-03-03,2023-03-03,0,0,0,cadence,1,not_update_step,,
662,662,661,2023-03-06,2023-03-06,1,1,1,cadence,1,cadence_accept,2.903677523136139e-05,0.0070482968143705735
663,663,662,2023-03-07,2023-03-07,0,0,0,cadence,1,not_update_step,,
664,664,663,2023-03-08,2023-03-08,0,0,0,cadence,1,not_update_step,,
665,665,664,2023-03-09,2023-03-09,0,0,0,cadence,1,not_update_step,,
666,666,665,2023-03-10,2023-03-10,0,0,0,cadence,1,not_update_step,,
667,667,666,2023-03-13,2023-03-13,1,1,1,cadence,1,cadence_accept,1.3539101928472519e-05,0.00773078109429792
668,668,667,2023-03-14,2023-03-14,0,0,0,cadence,1,not_update_step,,
669,669,668,2023-03-15,2023-03-15,0,0,0,cadence,1,not_update_step,,
670,670,669,2023-03-16,2023-03-16,0,0,0,cadence,1,not_update_step,,
671,671,670,2023-03-17,2023-03-17,0,0,0,cadence,1,not_update_step,,
672,672,671,2023-03-20,2023-03-20,1,1,1,cadence,1,cadence_accept,7.68294557929039e-06,0.0056916699303279205
673,673,672,2023-03-21,2023-03-21,0,0,0,cadence,1,not_update_step,,
674,674,673,2023-03-22,2023-03-22,0,0,0,cadence,1,not_update_step,,
675,675,674,2023-03-23,2023-03-23,0,0,0,cadence,1,not_update_step,,
676,676,675,2023-03-24,2023-03-24,0,0,0,cadence,1,not_update_step,,
677,677,676,2023-03-27,2023-03-27,1,1,1,cadence,1,cadence_accept,-1.4121760614216328e-06,-0.003945699577320676
678,678,677,2023-03-28,2023-03-28,0,0,0,cadence,1,not_update_step,,
679,679,678,2023-03-29,2023-03-29,0,0,0,cadence,1,not_update_step,,
680,680,679,2023-03-30,2023-03-30,0,0,0,cadence,1,not_update_step,,
681,681,680,2023-03-31,2023-03-31,0,0,0,cadence,1,not_update_step,,
682,682,681,2023-04-03,2023-04-03,1,1,1,cadence,1,cadence_accept,1.941458322107792e-06,0.0014335011714779527
683,683,682,2023-04-04,2023-04-04,0,0,0,cadence,1,not_update_step,,
684,684,683,2023-04-05,2023-04-05,0,0,0,cadence,1,not_update_step,,
685,685,684,2023-04-06,2023-04-06,0,0,0,cadence,1,not_update_step,,
686,686,685,2023-04-10,2023-04-10,1,1,1,cadence,1,cadence_accept,-2.9032526072114706e-06,-0.010287953337885103
687,687,686,2023-04-11,2023-04-11,0,0,0,cadence,1,not_update_step,,
688,688,687,2023-04-12,2023-04-12,0,0,0,cadence,1,not_update_step,,
689,689,688,2023-04-13,2023-04-13,0,0,0,cadence,1,not_update_step,,
690,690,689,2023-04-14,2023-04-14,0,0,0,cadence,1,not_update_step,,
691,691,690,2023-04-17,2023-04-17,1,1,1,cadence,1,cadence_accept,-1.5022233128547668e-06,-0.005359344798484058
692,692,691,2023-04-18,2023-04-18,0,0,0,cadence,1,not_update_step,,
693,693,692,2023-04-19,2023-04-19,0,0,0,cadence,1,not_update_step,,
694,694,693,2023-04-20,2023-04-20,0,0,0,cadence,1,not_update_step,,
695,695,694,2023-04-21,2023-04-21,0,0,0,cadence,1,not_update_step,,
696,696,695,2023-04-24,2023-04-24,1,1,1,cadence,1,cadence_accept,-1.9510043784976006e-06,-0.004147020388950468
697,697,696,2023-04-25,2023-04-25,0,0,0,cadence,1,not_update_step,,
698,698,697,2023-04-26,2023-04-26,0,0,0,cadence,1,not_update_step,,
699,699,698,2023-04-27,2023-04-27,0,0,0,cadence,1,not_update_step,,
700,700,699,2023-04-28,2023-04-28,0,0,0,cadence,1,not_update_step,,
701,701,700,2023-05-01,2023-05-01,1,1,1,cadence,1,cadence_accept,-4.55719418823719e-06,-0.0033929887164320426
702,702,701,2023-05-02,2023-05-02,0,0,0,cadence,1,not_update_step,,
703,703,702,2023-05-03,2023-05-03,0,0,0,cadence,1,not_update_step,,
704,704,703,2023-05-04,2023-05-04,0,0,0,cadence,1,not_update_step,,
705,705,704,2023-05-05,2023-05-05,0,0,0,cadence,1,not_update_step,,
706,706,705,2023-05-08,2023-05-08,1,1,1,cadence,1,cadence_accept,-3.909168299287558e-06,-0.004872523846504991
707,707,706,2023-05-09,2023-05-09,0,0,0,cadence,1,not_update_step,,
708,708,707,2023-05-10,2023-05-10,0,0,0,cadence,1,not_update_step,,
709,709,708,2023-05-11,2023-05-11,0,0,0,cadence,1,not_update_step,,
710,710,709,2023-05-12,2023-05-12,0,0,0,cadence,1,not_update_step,,
711,711,710,2023-05-15,2023-05-15,1,1,1,cadence,1,cadence_accept,-1.723019522614777e-06,-0.036401662323194015
712,712,711,2023-05-16,2023-05-16,0,0,0,cadence,1,not_update_step,,
713,713,712,2023-05-17,2023-05-17,0,0,0,cadence,1,not_update_step,,
714,714,713,2023-05-18,2023-05-18,0,0,0,cadence,1,not_update_step,,
715,715,714,2023-05-19,2023-05-19,0,0,0,cadence,1,not_update_step,,
716,716,715,2023-05-22,2023-05-22,1,1,1,cadence,1,cadence_accept,-1.2941891327500343e-06,-0.0019335511977365992
717,717,716,2023-05-23,2023-05-23,0,0,0,cadence,1,not_update_step,,
718,718,717,2023-05-24,2023-05-24,0,0,0,cadence,1,not_update_step,,
719,719,718,2023-05-25,2023-05-25,0,0,0,cadence,1,not_update_step,,
720,720,719,2023-05-26,2023-05-26,0,0,0,cadence,1,not_update_step,,
721,721,720,2023-05-30,2023-05-30,1,1,1,cadence,1,cadence_accept,4.967441782355309e-07,0.0003538632627370737
722,722,721,2023-05-31,2023-05-31,0,0,0,cadence,1,not_update_step,,
723,723,722,2023-06-01,2023-06-01,0,0,0,cadence,1,not_update_step,,
724,724,723,2023-06-02,2023-06-02,0,0,0,cadence,1,not_update_step,,
725,725,724,2023-06-05,2023-06-05,1,1,1,cadence,1,cadence_accept,-1.21421180665493e-07,-7.441954710823271e-05
726,726,725,2023-06-06,2023-06-06,0,0,0,cadence,1,not_update_step,,
727,727,726,2023-06-07,2023-06-07,0,0,0,cadence,1,not_update_step,,
728,728,727,2023-06-08,2023-06-08,0,0,0,cadence,1,not_update_step,,
729,729,728,2023-06-09,2023-06-09,0,0,0,cadence,1,not_update_step,,
730,730,729,2023-06-12,2023-06-12,1,1,1,cadence,1,cadence_accept,-8.383067324757576e-07,-0.0010172857332225846
731,731,730,2023-06-13,2023-06-13,0,0,0,cadence,1,not_update_step,,
732,732,731,2023-06-14,2023-06-14,0,0,0,cadence,1,not_update_step,,
733,733,732,2023-06-15,2023-06-15,0,0,0,cadence,1,not_update_step,,
734,734,733,2023-06-16,2023-06-16,0,0,0,cadence,1,not_update_step,,
735,735,734,2023-06-20,2023-06-20,1,1,1,cadence,1,cadence_accept,5.337642505764961e-07,0.0002891161544182
736,736,735,2023-06-21,2023-06-21,0,0,0,cadence,1,not_update_step,,
737,737,736,2023-06-22,2023-06-22,0,0,0,cadence,1,not_update_step,,
738,738,737,2023-06-23,2023-06-23,0,0,0,cadence,1,not_update_step,,
739,739,738,2023-06-26,2023-06-26,1,1,1,cadence,1,cadence_accept,1.096632331609726e-07,9.627926620613773e-05
740,740,739,2023-06-27,2023-06-27,0,0,0,cadence,1,not_update_step,,
741,741,740,2023-06-28,2023-06-28,0,0,0,cadence,1,not_update_step,,
742,742,741,2023-06-29,2023-06-29,0,0,0,cadence,1,not_update_step,,
743,743,742,2023-06-30,2023-06-30,0,0,0,cadence,1,not_update_step,,
744,744,743,2023-07-03,2023-07-03,1,1,1,cadence,1,cadence_accept,-2.314336597919464e-07,-0.00023425680531783563
745,745,744,2023-07-05,2023-07-05,0,0,0,cadence,1,not_update_step,,
746,746,745,2023-07-06,2023-07-06,0,0,0,cadence,1,not_update_step,,
747,747,746,2023-07-07,2023-07-07,0,0,0,cadence,1,not_update_step,,
748,748,747,2023-07-10,2023-07-10,1,1,1,cadence,1,cadence_accept,-3.8731377571821213e-07,-0.0003947474733384264
749,749,748,2023-07-11,2023-07-11,0,0,0,cadence,1,not_update_step,,
750,750,749,2023-07-12,2023-07-12,0,0,0,cadence,1,not_update_step,,
751,751,750,2023-07-13,2023-07-13,0,0,0,cadence,1,not_update_step,,
752,752,751,2023-07-14,2023-07-14,0,0,0,cadence,1,not_update_step,,
753,753,752,2023-07-17,2023-07-17,1,1,1,cadence,1,cadence_accept,2.10711732506752e-08,1.21033624408746e-05
754,754,753,2023-07-18,2023-07-18,0,0,0,cadence,1,not_update_step,,
755,755,754,2023-07-19,2023-07-19,0,0,0,cadence,1,not_update_step,,
756,756,755,2023-07-20,2023-07-20,0,0,0,cadence,1,not_update_step,,
757,757,756,2023-07-21,2023-07-21,0,0,0,cadence,1,not_update_step,,
758,758,757,2023-07-24,2023-07-24,1,1,1,cadence,1,cadence_accept,-6.62636011838913e-07,-0.0006454196741034185
759,759,758,2023-07-25,2023-07-25,0,0,0,cadence,1,not_update_step,,
760,760,759,2023-07-26,2023-07-26,0,0,0,cadence,1,not_update_step,,
761,761,760,2023-07-27,2023-07-27,0,0,0,cadence,1,not_update_step,,
762,762,761,2023-07-28,2023-07-28,0,0,0,cadence,1,not_update_step,,
763,763,762,2023-07-31,2023-07-31,1,1,1,cadence,1,cadence_accept,-6.722984835505486e-07,-0.0006112312870350131
764,764,763,2023-08-01,2023-08-01,0,0,0,cadence,1,not_update_step,,
765,765,764,2023-08-02,2023-08-02,0,0,0,cadence,1,not_update_step,,
766,766,765,2023-08-03,2023-08-03,0,0,0,cadence,1,not_update_step,,
767,767,766,2023-08-04,2023-08-04,0,0,0,cadence,1,not_update_step,,
768,768,767,2023-08-07,2023-08-07,1,1,1,cadence,1,cadence_accept,-4.2194733396172523e-07,-0.0005431321387275214
769,769,768,2023-08-08,2023-08-08,0,0,0,cadence,1,not_update_step,,
770,770,769,2023-08-09,2023-08-09,0,0,0,cadence,1,not_update_step,,
771,771,770,2023-08-10,2023-08-10,0,0,0,cadence,1,not_update_step,,
772,772,771,2023-08-11,2023-08-11,0,0,0,cadence,1,not_update_step,,
773,773,772,2023-08-14,2023-08-14,1,1,1,cadence,1,cadence_accept,-9.208451956510544e-08,-7.415953613472382e-05
774,774,773,2023-08-15,2023-08-15,0,0,0,cadence,1,not_update_step,,
775,775,774,2023-08-16,2023-08-16,0,0,0,cadence,1,not_update_step,,
776,776,775,2023-08-17,2023-08-17,0,0,0,cadence,1,not_update_step,,
777,777,776,2023-08-18,2023-08-18,0,0,0,cadence,1,not_update_step,,
778,778,777,2023-08-21,2023-08-21,1,1,1,cadence,1,cadence_accept,-1.42405042424798e-07,-0.0005827934757592655
779,779,778,2023-08-22,2023-08-22,0,0,0,cadence,1,not_update_step,,
780,780,779,2023-08-23,2023-08-23,0,0,0,cadence,1,not_update_step,,
781,781,780,2023-08-24,2023-08-24,0,0,0,cadence,1,not_update_step,,
782,782,781,2023-08-25,2023-08-25,0,0,0,cadence,1,not_update_step,,
783,783,782,2023-08-28,2023-08-28,1,1,1,cadence,1,cadence_accept,-1.1436350177973509e-07,-0.0014041573534424442
784,784,783,2023-08-29,2023-08-29,0,0,0,cadence,1,not_update_step,,
785,785,784,2023-08-30,2023-08-30,0,0,0,cadence,1,not_update_step,,
786,786,785,2023-08-31,2023-08-31,0,0,0,cadence,1,not_update_step,,
787,787,786,2023-09-01,2023-09-01,0,0,0,cadence,1,not_update_step,,
788,788,787,2023-09-05,2023-09-05,1,1,1,cadence,1,cadence_accept,-2.2798485588282347e-07,-0.003683194001119707
789,789,788,2023-09-06,2023-09-06,0,0,0,cadence,1,not_update_step,,
790,790,789,2023-09-07,2023-09-07,0,0,0,cadence,1,not_update_step,,
791,791,790,2023-09-08,2023-09-08,0,0,0,cadence,1,not_update_step,,
792,792,791,2023-09-11,2023-09-11,1,1,1,cadence,1,cadence_accept,-4.3457839637994766e-07,-0.0003876730960032403
793,793,792,2023-09-12,2023-09-12,0,0,0,cadence,1,not_update_step,,
794,794,793,2023-09-13,2023-09-13,0,0,0,cadence,1,not_update_step,,
795,795,794,2023-09-14,2023-09-14,0,0,0,cadence,1,not_update_step,,
796,796,795,2023-09-15,2023-09-15,0,0,0,cadence,1,not_update_step,,
797,797,796,2023-09-18,2023-09-18,1,1,1,cadence,1,cadence_accept,-3.260793164372444e-07,-0.0002642589444935486
798,798,797,2023-09-19,2023-09-19,0,0,0,cadence,1,not_update_step,,
799,799,798,2023-09-20,2023-09-20,0,0,0,cadence,1,not_update_step,,
800,800,799,2023-09-21,2023-09-21,0,0,0,cadence,1,not_update_step,,
801,801,800,2023-09-22,2023-09-22,0,0,0,cadence,1,not_update_step,,
802,802,801,2023-09-25,2023-09-25,1,1,1,cadence,1,cadence_accept,-3.41096892952919e-07,-0.00012700032001085855
803,803,802,2023-09-26,2023-09-26,0,0,0,cadence,1,not_update_step,,
804,804,803,2023-09-27,2023-09-27,0,0,0,cadence,1,not_update_step,,
805,805,804,2023-09-28,2023-09-28,0,0,0,cadence,1,not_update_step,,
806,806,805,2023-09-29,2023-09-29,0,0,0,cadence,1,not_update_step,,
807,807,806,2023-10-02,2023-10-02,1,1,1,cadence,1,cadence_accept,-1.4435499906539917e-07,-6.71628266008057e-05
808,808,807,2023-10-03,2023-10-03,0,0,0,cadence,1,not_update_step,,
809,809,808,2023-10-04,2023-10-04,0,0,0,cadence,1,not_update_step,,
810,810,809,2023-10-05,2023-10-05,0,0,0,cadence,1,not_update_step,,
811,811,810,2023-10-06,2023-10-06,0,0,0,cadence,1,not_update_step,,
812,812,811,2023-10-09,2023-10-09,1,1,1,cadence,1,cadence_accept,-1.7648562788963318e-07,-6.054299556997555e-05
813,813,812,2023-10-10,2023-10-10,0,0,0,cadence,1,not_update_step,,
814,814,813,2023-10-11,2023-10-11,0,0,0,cadence,1,not_update_step,,
815,815,814,2023-10-12,2023-10-12,0,0,0,cadence,1,not_update_step,,
816,816,815,2023-10-13,2023-10-13,0,0,0,cadence,1,not_update_step,,
817,817,816,2023-10-16,2023-10-16,1,1,1,cadence,1,cadence_accept,-1.6926787793636322e-07,-5.1510898967837955e-05
818,818,817,2023-10-17,2023-10-17,0,0,0,cadence,1,not_update_step,,
819,819,818,2023-10-18,2023-10-18,0,0,0,cadence,1,not_update_step,,
820,820,819,2023-10-19,2023-10-19,0,0,0,cadence,1,not_update_step,,
821,821,820,2023-10-20,2023-10-20,0,0,0,cadence,1,not_update_step,,
822,822,821,2023-10-23,2023-10-23,1,1,1,cadence,1,cadence_accept,-8.940696716308594e-08,-2.9590757502039847e-05
823,823,822,2023-10-24,2023-10-24,0,0,0,cadence,1,not_update_step,,
824,824,823,2023-10-25,2023-10-25,0,0,0,cadence,1,not_update_step,,
825,825,824,2023-10-26,2023-10-26,0,0,0,cadence,1,not_update_step,,
826,826,825,2023-10-27,2023-10-27,0,0,0,cadence,1,not_update_step,,
827,827,826,2023-10-30,2023-10-30,1,1,1,cadence,1,cadence_accept,-6.356276571750641e-08,-1.9400290813676367e-05
828,828,827,2023-10-31,2023-10-31,0,0,0,cadence,1,not_update_step,,
829,829,828,2023-11-01,2023-11-01,0,0,0,cadence,1,not_update_step,,
830,830,829,2023-11-02,2023-11-02,0,0,0,cadence,1,not_update_step,,
831,831,830,2023-11-03,2023-11-03,0,0,0,cadence,1,not_update_step,,
832,832,831,2023-11-06,2023-11-06,1,1,1,cadence,1,cadence_accept,-3.632158041000366e-08,-1.553929728242187e-05
833,833,832,2023-11-07,2023-11-07,0,0,0,cadence,1,not_update_step,,
834,834,833,2023-11-08,2023-11-08,0,0,0,cadence,1,not_update_step,,
835,835,834,2023-11-09,2023-11-09,0,0,0,cadence,1,not_update_step,,
836,836,835,2023-11-10,2023-11-10,0,0,0,cadence,1,not_update_step,,
837,837,836,2023-11-13,2023-11-13,1,1,1,cadence,1,cadence_accept,7.683411240577698e-09,2.6120715214296514e-06
838,838,837,2023-11-14,2023-11-14,0,0,0,cadence,1,not_update_step,,
839,839,838,2023-11-15,2023-11-15,0,0,0,cadence,1,not_update_step,,
840,840,839,2023-11-16,2023-11-16,0,0,0,cadence,1,not_update_step,,
841,841,840,2023-11-17,2023-11-17,0,0,0,cadence,1,not_update_step,,
842,842,841,2023-11-20,2023-11-20,1,1,1,cadence,1,cadence_accept,1.461012288928032e-08,2.1045044918044967e-05
843,843,842,2023-11-21,2023-11-21,0,0,0,cadence,1,not_update_step,,
844,844,843,2023-11-22,2023-11-22,0,0,0,cadence,1,not_update_step,,
845,845,844,2023-11-24,2023-11-24,0,0,0,cadence,1,not_update_step,,
846,846,845,2023-11-27,2023-11-27,1,1,1,cadence,1,cadence_accept,-1.9208528101444244e-08,-5.2023628360577166e-05
847,847,846,2023-11-28,2023-11-28,0,0,0,cadence,1,not_update_step,,
848,848,847,2023-11-29,2023-11-29,0,0,0,cadence,1,not_update_step,,
849,849,848,2023-11-30,2023-11-30,0,0,0,cadence,1,not_update_step,,
850,850,849,2023-12-01,2023-12-01,0,0,0,cadence,1,not_update_step,,
851,851,850,2023-12-04,2023-12-04,1,1,1,cadence,1,cadence_accept,-8.847564458847046e-08,-3.9497233461012713e-05
852,852,851,2023-12-05,2023-12-05,0,0,0,cadence,1,not_update_step,,
853,853,852,2023-12-06,2023-12-06,0,0,0,cadence,1,not_update_step,,
854,854,853,2023-12-07,2023-12-07,0,0,0,cadence,1,not_update_step,,
855,855,854,2023-12-08,2023-12-08,0,0,0,cadence,1,not_update_step,,
856,856,855,2023-12-11,2023-12-11,1,1,1,cadence,1,cadence_accept,-8.940696716308594e-08,-3.977112544094519e-05
857,857,856,2023-12-12,2023-12-12,0,0,0,cadence,1,not_update_step,,
858,858,857,2023-12-13,2023-12-13,0,0,0,cadence,1,not_update_step,,
859,859,858,2023-12-14,2023-12-14,0,0,0,cadence,1,not_update_step,,
860,860,859,2023-12-15,2023-12-15,0,0,0,cadence,1,not_update_step,,
861,861,860,2023-12-18,2023-12-18,1,1,1,cadence,1,cadence_accept,-1.632142812013626e-07,-4.236009158590592e-05
862,862,861,2023-12-19,2023-12-19,0,0,0,cadence,1,not_update_step,,
863,863,862,2023-12-20,2023-12-20,0,0,0,cadence,1,not_update_step,,
864,864,863,2023-12-21,2023-12-21,0,0,0,cadence,1,not_update_step,,
865,865,864,2023-12-22,2023-12-22,0,0,0,cadence,1,not_update_step,,
866,866,865,2023-12-26,2023-12-26,1,1,1,cadence,1,cadence_accept,-2.682209014892578e-07,-5.849386818471646e-05
867,867,866,2023-12-27,2023-12-27,0,0,0,cadence,1,not_update_step,,
868,868,867,2023-12-28,2023-12-28,0,0,0,cadence,1,not_update_step,,
869,869,868,2023-12-29,2023-12-29,0,0,0,cadence,1,not_update_step,,
870,870,869,2024-01-02,2024-01-02,1,1,1,cadence,1,cadence_accept,-3.8137659430503845e-07,-7.332977337809811e-05
871,871,870,2024-01-03,2024-01-03,0,0,0,cadence,1,not_update_step,,
872,872,871,2024-01-04,2024-01-04,0,0,0,cadence,1,not_update_step,,
873,873,872,2024-01-05,2024-01-05,0,0,0,cadence,1,not_update_step,,
874,874,873,2024-01-08,2024-01-08,1,1,1,cadence,1,cadence_accept,-3.525055944919586e-07,-7.44383664426873e-05
875,875,874,2024-01-09,2024-01-09,0,0,0,cadence,1,not_update_step,,
