"offer.date","IPO.name","Ticker","CUSIP","ADR.(2=ADR)","VC","Dual","Post-issue.shares","Internet","CRSP.Perm","Founding","Rollup","X13","X14"
"19930330","Orchard Supply Hardware Stores","OSHC","685691107","1","0","0",".","0","78994",1931,"0",NA,NA
"19930330","Parallan Computer","PLLN","699155107","1","1","0",".","0","78998",1988,"0",NA,NA
"19930331","Brock Control Systems","BROC","111626107","1","1","0",".","0","78959",1985,"0",NA,NA
"19930331","Davidson & Associates","DAVD","238588107","1","1","0",".","0","79081",1981,"0",NA,NA
"19930331","Envirotest Systems Corp","ENVI","29409W105","1","0","1","15993319","0","79084",1990,"0",NA,NA
"19930331","Liberty Technologies","LIBT","531281103","1","1","0",".","0","78978",1984,"0",NA,NA
"19930331","NewVision Technology","VISN","653327106","1","0","0",".","0","79023",1992,"0",NA,NA
"19930401","BancFirst","BANF","05945F103","1","0","0",".","0","79072",1984,"0",NA,NA
"19930401","Ethical Holdings","ETHCY","297645202","2","0","0",".","0","79122",-99,"0",NA,NA
"19930402","Inco Homes Corp","INHM","453257107","1","0","0",".","0","80106",1976,"0",NA,NA
"19930405","Casino Data Systems","CSDS","147583108","1","0","0",".","0","79078",1990,"0",NA,NA
"19930407","BHC Financial","BHCF","05544W101","1","0","0",".","0","79074",1983,"0",NA,NA
"19930408","Fossil","FOSL","349882100","1","0","0",".","0","79089",1984,"0",NA,NA
"19930408","General Growth Properties Inc","GGP","370021107","1","0","0",".","0","79129",1954,".",NA,NA
"19930408","NFO Research","NFOR","629103102","1","0","0",".","0","79097",1946,"0",NA,NA
"19930408","Starter","STA","855684106","1","1","0",".","0","79130",1971,"0",NA,NA
"19930413","Edunetics","EDNTF","M30355107","1","0","0",".","0","79083",1990,"0",NA,NA
"19930414","Central Virginia Bankshares","CVBK","155792104","1","0","0",".","0","79080",1973,"0",NA,NA
"19930414","Orthopedic Technology","ORTH","68750T105","1","0","0",".","0","79104",1973,"0",NA,NA
"19930414","Safety 1st","SAFT","786475103","1","1","0",".","0","79107",1984,"0",NA,NA
"19930414","Sanmina","SANM","800907107","1","0","0",".","0","79108",1978,"0",NA,NA
"19930414","VAN KAMPEN MER VAL MUN INC TR","VKV","92113210","5","0","0",".","0","79140",-99,"0",NA,NA
"19930415","Equinox Systems","EQNX","294436100","1","1","0",".","0","79085",1983,"0",NA,NA
"19930415","Houston Biotechnology","HBI","44184010","1","0","0",".","0","79544",-99,"0",NA,NA
"19930415","Wind River Systems","WIND","973149107","1","1","0",".","0","79121",1981,"0",NA,NA
"19930419","Commander Aircraft","CMDR","20050C100","1","0","0",".","0","79077",1991,"0",NA,NA
"19930419","KBL Healthcare Acquisition III",NA,"482413200","1","0","0",".","0",".",-99,"0",NA,NA
"19930420","Integrated Security Systems","IZZI","45812J101","1","0","0",".","0","79117",1993,"0",NA,NA
"19930420","JetForm","FORMF","477155105","1","0","0",".","0","79088",1982,"0",NA,NA
"19930420","TIG Holdings, Inc.","TIG","872469101","1","0","0",".","0","79137",1980,"0",NA,NA
"19930421","Martin Color-Fi","MRCF","573183100","1","0","0",".","0","79096",1978,"0",NA,NA
"19930422","O'Reilly Automotive","ORLY","686091109","1","0","0",".","0","79103",1957,"0",NA,NA
"19930422","TCW/DW Term Trust 2003","TMT","87234U108","6","0","1","100011000","0","79136",-99,"0",NA,NA
"19930422","West Coast Bancorp Inc,FLA","WBAN","951901107","1","0","0",".","0","79120",1981,"0",NA,NA
"19930423","ACM Muni Securities Inc Fund","AMU","000942102","5","0","0",".","0","79132",1993,"0",NA,NA
"19930423","Developed Technology Resource","DEVT","25159B101","1","0","0",".","0","79082",1991,"0",NA,NA
"19930423","Harmony Brook","HBRK","413188103","1","1","0",".","0","79091",1989,"0",NA,NA
"19930423","Municipal Advantage Fund Inc","MAF","626189104","5","0","0",".","0","79134",-99,"0",NA,NA
"19930423","MuniVest Florida Fund","MVF","626293104","5","0","0",".","0","79215",-99,"0",NA,NA
"19930423","MuniVest Michigan Insured Fund","MVM","62629J109","5","0","0",".","0","79216",-99,"0",NA,NA
"19930423","MuniVest New Jersey Fund Inc","MVJ","62629R101","5","0","0",".","0","79217",-99,"0",NA,NA
"19930423","MuniVest NY Insured Fund","NVY","62629N100","5","0","0",".","0","79218",-99,"0",NA,NA
"19930423","Senior High Income Portfolio","ARK","81721E107","6","0","0",".","0","79230",-99,"0",NA,NA
"19930427","Action Performance Companies","ACTN","004933107","1","0","0",".","0","79069",1992,"0",NA,NA
"19930427","Interlinq Software","INLQ","458753100","1","1","0",".","0","79093",1982,"0",NA,NA
"19930427","Royal Caribbean Cruises","RCL","V7780T103","1","0","0",".","0","79145",1968,"0",NA,NA
"19930428","CTL Credit","CTLI","126435106","1","0","0",".","0","79079",1992,"0",NA,NA
"19930428","Old America Stores","OASI","679503102","1","0","0",".","0","79102",1988,"0",NA,NA
"19930429","Absolute Entertainment","ABSO","003863107","1","1","0",".","0","79068",1986,"0",NA,NA
"19930429","Geon Company","GON","37246W105","1","0","0",".","0","79144",1962,"0",NA,NA
"19930429","Jabil Circuit","JBIL","466313103","1","0","0",".","0","79094",1966,"0",NA,NA
"19930430","Electronic Retailing Systems","ERSI","285825105","1","1","0",".","0","79086",1989,"0",NA,NA
"19930503","3DO","THDO","88553W105","1","1","0",".","0","79197",1991,"0",NA,NA
"19930504","Interpool","IPX","46062R108","1","0","0",".","0","79209",1988,"0",NA,NA
"19930504","Reinsurance Group of America","RGA","759351109","1","0","0",".","0","79210",1973,"0",NA,NA
"19930506","California Quartz","CALQ","130557101","1","0","0",".","0","79155",1979,"0",NA,NA
"19930506","E W Blanch Holdings","EWB","093210102","1","0","0",".","0","79207",1957,"0",NA,NA
"19930509","MUNIVEST CALIFORNIA INSUR FD I","MVC","62629210","5","0","0",".","0","79214",-99,"0",NA,NA
"19930510","Amtran","AMTR","03234G106","1","0","0",".","0","79149",1973,"0",NA,NA
"19930510","Evergreen Media","EVGM","300248101","1","0","1","7793466","0","79163",1988,"0",NA,NA
"19930511","Auspex Systems","ASPX","052116100","1","1","0",".","0","79152",1987,"0",NA,NA
"19930511","Catalyst Semiconductor","CATS","148881105","1","1","0",".","0","79156",1985,"0",NA,NA
"19930511","Corporacion Bancaria de Espana","AGR","219913100","2","0","0",".","0","79211",-99,"0",NA,NA
"19930511","Cross Timbers Oil","XTO","227573102","1","0","0",".","0","79212",1990,"0",NA,NA
"19930511","Telor Ophthalmic","TELR","87969G100","1","1","0",".","0","79196",1988,"0",NA,NA
"19930511","Zurich Reinsurance Centre","ZRC","989822101","1","0","0",".","0","79220",1980,"0",NA,NA
"19930512","LCI International","LCII","501813109","1","2","0",".","0","79175",1983,"0",NA,NA
"19930512","National Tire Services","NTSI","638206102","1","0","0",".","0","79182",1991,"0",NA,NA
"19930512","OPTi","OPTI","683960108","1","0","0",".","0","79183",1939,"0",NA,NA
"19930512","Quad Systems","QSYS","74730Q104","1","1","0",".","0","79205",1981,"0",NA,NA
"19930513","Black Hawk Gaming & Dvlp","BHWK","092067107","1","0","0",".","0","79153",1991,"0",NA,NA
"19930513","Industrie Natuzzi","NTZ","456478106","2","0","0",".","0","79213",-99,"0",NA,NA
"19930513","MedicalControl","MDCL","584636104","1","0","0",".","0","79176",1983,"0",NA,NA
"19930514","Greg Manning Auctions","GMAI","563823103","1","0","0",".","0","79167",1981,"0",NA,NA
"19930514","IRG Technologies","IRGT","450040100","1","0","0",".","0","79174",1986,"0",NA,NA
"19930518","D.I.Y. Home Warehouse","DIYH","23321D105","1","0","0",".","0","79160",1984,"0",NA,NA
"19930518","Esquire Communications","ESQS","296658107","1","1","0",".","0","79162",1993,"0",NA,NA
"19930518","Megatest","MEGT","584958102","1","1","0",".","0","79177",1975,"0",NA,NA
"19930518","Sytje's Pannekoeken Huis",NA,"872062203","1","0","0",".","0",".",-99,"0",NA,NA
"19930519","Clayton Williams Energy","CWEI","969490101","1","0","0",".","0","79159",1976,"0",NA,NA
"19930519","Harry's Farmers Market","HARY","415863109","1","0","1","5900001","0","79168",1987,"0",NA,NA
"19930519","MFS Communications","MFST","55272T101","1","0","0",".","0","79179",1987,"0",NA,NA
"19930519","Titan Wheel International","TWII","888328101","1","0","0",".","0","79198",1890,"0",NA,NA
"19930520","National Home Centers","NHCI","636376105","1","0","0",".","0","79181",1968,"0",NA,NA
"19930520","Nuveen CT Prem Inc Muni Fund","NTC","67060D107","5","0","0",".","0","79225",-99,"0",NA,NA
"19930520","Nuveen GA Premium Inc Muni Fd","NPG","67060F102","5","0","0",".","0","79221",-99,"0",NA,NA
"19930520","Nuveen MO Premium Inc Muni Fd","NOM","67060Q108","5","0","0",".","0","79222",-99,"0",NA,NA
"19930520","Nuveen NC Premium Inc Muni Fd","NNC","67060P100","5","0","0",".","0","79226",-99,"0",NA,NA
"19930520","Nuveen Prem Inc Muni Fund 5","NPU","67060J104","5","0","0",".","0","79227",-99,"0",NA,NA
"19930521","Patriot Preferred Dividend Fnd","PPF","70336E107","7","0","1","6507200","0","79228",-99,"0",NA,NA
"19930521","Putman Inv Grde Int Muni Trust","PTI","746803105","5","0","1","3207073","0","79224",-99,"0",NA,NA
"19930521","Putnam Muni Opportunities Trst","PMO","746922103","5","0","0",".","0","79229",-99,"0",NA,NA
"19930521","Stolt Comex Seaway","SCSWF","L8873E103","1","0","1","17000000","0","79191",1961,"0",NA,NA
"19930521","Supreme International","SUPI","868610106","1","0","0",".","0","79195",1967,"0",NA,NA
"19930524","FOCUS Enhancements","FCSE","344159108","1","0","0",".","0","79164",1991,"0",NA,NA
"19930524","Station Casinos","STCI","857689103","1","0","0",".","0","79192",1976,"0",NA,NA
"19930525","Hamilton Financial Services","HFSC","407367101","1","0","0",".","0","79169",1992,"0",NA,NA
"19930525","Zaring Homes","ZHOM","989135108","1","0","0",".","0","79201",1964,"0",NA,NA
"19930526","Fila Holding","FLH","316850106","2","0","0",".","0","79232",-99,"0",NA,NA
"19930526","Healthcare Realty Trust Inc","HR","421946104","1","0","0",".","0","79233",1992,".",NA,NA
"19930526","Mark Centers Trust","MCT","570382101","1","0","1","9513120","0","79235",-99,".",NA,NA
"19930526","Resource Bancshares Mortgage","REMI","761197102","1","0","0",".","0","79188",1992,"0",NA,NA
"19930526","Santa Cruz Operation","SCOC","801833104","1","1","0",".","0","79190",1978,"0",NA,NA
"19930526","TriNet Corporate Realty Trust","TRI","896287109","1","0","0",".","0","79239",1993,".",NA,NA
"19930527","CDW Computer Centers","CDWC","125129106","1","1","0",".","0","79157",1984,"0",NA,NA
"19930527","Signal Technology","STCX","826675100","1","1","0",".","0","79193",1980,"0",NA,NA
"19930527","Sonat Offshore Drilling","RIG","835420100","1","0","0",".","0","79237",1953,"0",NA,NA
"19930527","Tanger Factory Outlet Centers","SKT","875465106","1","0","0",".","0","79238",1993,".",NA,NA
"19930528","BlackRock CA Inv Qlty Muni Tr","RAA","09247U107","5","0","0",".","0","79243",-99,"0",NA,NA
"19930528","BlackRock FLA Inv Qlty Muni Tr","RFA","09247B109","5","0","1","1007093","0","79241",-99,"0",NA,NA
"19930528","BlackRock NJ Inv Qlty Muni Tr","RNJ","09247C107","5","0","0",".","0","79242",-99,"0",NA,NA
"19930528","BlackRock NY Inv Qlty Muni Tr","RNY","09247E103","5","0","0",".","0","79240",-99,"0",NA,NA
"19930528","Hollywood Casino","HWCC","436132203","1","0","1","18135000","0","79171",1990,"0",NA,NA
"19930528","Innovative Gaming Corp of Amer","IGCA","45764F107","1","0","0",".","0","79172",1993,"0",NA,NA
"19930528","PAINEWEBBER PRE INS MN INC FD","PIF","69574F107","5","0","0",".","0","79236",-99,"0",NA,NA
"19930602","Allstate","ALL","020002101","1","0","0",".","0","79323",1931,"0",NA,NA
"19930603","Discovery Zone","ZONE","25468B107","1","0","0",".","0","79314",1989,"0",NA,NA
"19930603","Factory Stores of America Inc","FAC","303069108","1","0","0",".","0","79332",-99,".",NA,NA
"19930603","Globalink","GLNK","37936V102","1","1","0",".","0","79268",1989,"0",NA,NA
"19930603","Northstar Health Services","NSTR","666903109","1","0","0",".","0","79292",1979,"0",NA,NA
"19930607","Interlink Electronics","LINK","458751104","1","1","0",".","0","79280",1993,"0",NA,NA
"19930608","Aldila","ALDA","014384101","1","0","0",".","0","79247",1972,"0",NA,NA
"19930608","American Safety Razor","RAZR","029362100","1","0","1","12093000","0","79301",1900,"0",NA,NA
"19930608","Mariner Health Group","MRNR","56845J109","1","2","0",".","0","79290",1986,"0",NA,NA
"19930608","Papa John's International","PZZA","698813102","1","0","0",".","0","79299",1985,"0",NA,NA
"19930608","Regional Acceptance Corp","REGA","758935100","1","0","0",".","0","79302",1978,"0",NA,NA
"19930608","Sunglass Hut International","RAYS","86736F106","1","0","0",".","0","79300",1971,"0",NA,NA
"19930609","Ellett Brothers","ELET","288398100","1","0","0",".","0","79263",1933,"0",NA,NA
"19930609","Robert Mondavi","MOND","609200100","1","0","1","12726481","0","79289",1966,"0",NA,NA
"19930609","VAN KAMPEN MER CA VA MUNI INC","VCV","92112B10","5","0","0",".","0","79356",-99,"0",NA,NA
"19930609","VAN KAMPEN MER NY VA MUNI INC","VNV","92112Q10","5","0","0",".","0","79357",-99,"0",NA,NA
"19930609","VAN KAMPEN MER PA VAL MUN INC","VPV","92112T10","5","0","0",".","0","79360",-99,"0",NA,NA
"19930610","Amerigon","ARGNA","03070L102","1","0","1","6000000","0","79248",1991,"0",NA,NA
"19930610","Burlington Resources Coal Seam","BRU","122016108","1","0","0",".","0","86104",1988,"0",NA,NA
"19930610","Department 56","DFS","249509100","1","0","0",".","0","79328",1976,"0",NA,NA
"19930610","Image Business Systems","IBSC","452437106","1","1","0",".","0","79273",1988,"0",NA,NA
"19930610","Northwestern Steel & Wire","NWSW","668367204","1","0","0",".","0","79294",1988,"0",NA,NA
"19930611","Barrett Business Systems","BBSI","068463108","1","0","0",".","0","79249",1951,"0",NA,NA
"19930611","Holly Residential Properties","HLY","436023105","1","0","0",".","0","79333",-99,".",NA,NA
"19930614","ECCS Inc","ECCS","26825H100","1","1","0",".","0","79260",1980,"0",NA,NA
"19930615","Bell Microproducts","BELM","078137106","1","1","0",".","0","79251",1987,"0",NA,NA
"19930615","VAN KAMPEN MER MA VAL MUN INC","VMV","92112R10","5","0","0",".","0","79358",-99,"0",NA,NA
"19930615","VAN KAMPEN MER NJ VAL MUN INC","VJV","92112S10","5","0","0",".","0","79359",-99,"0",NA,NA
"19930615","VAN KAMPEN MER OH VAL MUN INC","VOV","92112W10","5","0","0",".","0","79361",-99,"0",NA,NA
"19930616","Commercial Bank of New York","CBNY","201462108","1","0","0",".","0","79253",1988,"0",NA,NA
"19930616","InterActive",NA,"45837Q205","1","0","0",".","0",".",-99,"0",NA,NA
"19930616","Norwood Promotional Products","NPPI","669729105","1","0","0",".","0","79291",1973,"0",NA,NA
"19930617","Donnkenny","DNKY","258006105","1","0","0",".","0","79257",1978,"0",NA,NA
"19930617","International Imaging","IMAK","45968C108","1","1","0",".","0","79275",1983,"0",NA,NA
"19930617","Libbey","LBY","529898108","1","0","0",".","0","79336",1900,"0",NA,NA
"19930617","Rhodes","RHD","76235P101","1","0","0",".","0","66828",1901,"0",NA,NA
"19930618","American Muni Inc Portfolio","XAA","027649102","5","0","0",".","0","79325",-99,"0",NA,NA
"19930618","BlackRock Broad Inv Grd 2009","BCT","09247Q106","6","0","0",".","0","79326",-99,"0",NA,NA
"19930618","Corporate High Yield Fund Inc","COY","219914108","6","0","0",".","0","79446",-99,"0",NA,NA
"19930618","Emerging Markets Inc Fund II","EDF","290920107","6","0","0",".","0","79329",-99,"0",NA,NA
"19930618","Harvey Comics Entertainment","HRVY","417647104","1","0","0",".","0","79271",1939,"0",NA,NA
"19930618","Minnesota Municipal Inc Port","MXA","604062109","5","0","0",".","0","79340",-99,"0",NA,NA
"19930618","MuniAssets Fund Inc","MUA","62618Q106","5","0","0",".","0","79448",-99,"0",NA,NA
"19930618","Nuveen CA Premium Income Muni","NCU","6706L0107","5","0","0",".","0","79341",-99,"0",NA,NA
"19930618","Nuveen FLA Prem Inc Muni Fund","NFO","6706L4104","5","0","0",".","0","79345",-99,"0",NA,NA
"19930618","Nuveen Insured NY Premiom","NNF","6706L3106","5","0","0",".","0","79344",-99,"0",NA,NA
"19930618","Nuveen NJ Prem Inc Muni Fd 3","NJU","6706L1100","5","0","0",".","0","79342",-99,"0",NA,NA
"19930618","Nuveen PA Premium Inc Muni Fd3","NAP","6706L2108","5","0","0",".","0","79343",-99,"0",NA,NA
"19930618","Putnam Managed Hi Yield Trust","PTM","746819101","6","0","1","6607107","0","79347",-99,"0",NA,NA
"19930618","Rexall Sundown","RXSD","761648104","1","0","0",".","0","79305",1973,"0",NA,NA
"19930618","Thornburg Mortgage Asset Corp","TMA","885218107","1","0","0",".","0","79351",1993,".",NA,NA
"19930622","Computer Marketplace","MKPL","205216104","1","0","0",".","0","79288",1983,"0",NA,NA
"19930622","FLIR Systems","FLIR","302445101","1","1","0",".","0","79265",1978,"0",NA,NA
"19930622","Healthdyne Technologies","HDTC","422206102","1","0","0",".","0","79269",1978,"0",NA,NA
"19930622","Oliver Transportation","OTIC","680885209","1","0","0",".","0","80298",-99,"0",NA,NA
"19930622","Primadonna Resorts","PRMA","741548101","1","0","0",".","0","79297",1977,"0",NA,NA
"19930622","Statordyne Corp","STY","85771N107","1","0","0",".","0","79350",-99,"0",NA,NA
"19930623","HB Communications Acquisition",NA,"404091209","1","0","0",".","0",".",-99,"0",NA,NA
"19930623","Pittencrieff Communications","PITC","724514104","1","0","0",".","0","79296",1986,"0",NA,NA
"19930623","RGB Computer & Video","EDIT","74955H102","1","0","0",".","0","79261",1989,"0",NA,NA
"19930623","Saratoga Spring Water","TOGA","803525104","1","0","1","2500000","0","79310",1900,"0",NA,NA
"19930623","Sithe Energies","SYT","829904101","1","0","0",".","0","79349",1984,"0",NA,NA
"19930623","Unapix Entertainment","UPIX","904270204","1","0","0",".","0","79535",1986,"0",NA,NA
"19930624","Electroglas","EGLS","285324109","1","1","0",".","0","79262",1963,"0",NA,NA
"19930624","MMI Companies","MMI","553087107","1","1","0",".","0","79337",1983,"0",NA,NA
"19930624","TRIPLE A & GOVT SER 1995","TGA","89691910","6","0","0",".","0","79353",-99,"0",NA,NA
"19930624","TRIPLE A & GOVT SER 1997","TGB","89692010","6","0","0",".","0","79355",-99,"0",NA,NA
"19930625","Back Yard Burgers","BYBI","05635W101","1","0","0",".","0","79252",1986,"0",NA,NA
"19930625","Lottery Enterprises","LOTO","545694101","1","0","0",".","0","79283",1990,"0",NA,NA
"19930628","Ek Chor China Motorcycle","EKC","G29526103","1","0","0",".","0","79364",1987,"0",NA,NA
"19930628","YPF","YPF","984245100","2","0","0",".","0","79362",-99,"0",NA,NA
"19930629","ABT Building Products","ABTC","000782102","1","0","0",".","0","79245",1982,"0",NA,NA
"19930629","Delta and Pine Land","COTN","247357106","1","0","0",".","0","79255",1915,"0",NA,NA
"19930629","Elephant & Castle Group","PUBSF","286199104","1","0","0",".","0","79298",1977,"0",NA,NA
"19930629","Huntco","HUNT","445661101","1","0","1","7460000","0","79272",1986,"0",NA,NA
"19930629","Shiloh Industries Inc","SHLO","824543102","1","0","0",".","0","79307",1950,"0",NA,NA
"19930630","California Culinary Academy","COOK","129905105","1","0","0",".","0","79373",1977,"0",NA,NA
"19930630","Grupo Radio Central","RC","40049C102","2","0","0",".","0","79436",-99,"0",NA,NA
"19930630","Grupo Simec","SIM","400491106","2","0","0",".","0","79442",-99,"0",NA,NA
"19930630","Industrial Scientific","ISCX","45631G106","1","0","0",".","0","79276",1968,"0",NA,NA
"19930630","Sodak Gaming","SODK","833777105","1","0","0",".","0","79308",1988,"0",NA,NA
"19930701","AER Energy Resources","AERN","000944108","1","1","0",".","0","79367",1989,"0",NA,NA
"19930701","BroadBand Technologies","BBTK","111309100","1","1","0",".","0","79371",1988,"0",NA,NA
"19930701","Carr-Gottstein Foods","CGF","14441E107","1","0","0",".","0","79435",1915,"0",NA,NA
"19930701","Jake's Pizza International","JAKE","470121104","1","0","0",".","0","79398",1962,"0",NA,NA
"19930701","Pinnacle Micro","PNCL","723469102","1","0","0",".","0","79413",1987,"0",NA,NA
"19930701","Regal Cinemas","REGL","758754105","1","2","0",".","0","79416",1989,"0",NA,NA
"19930702","Levitz Furniture Inc","LFI","527482103","1","0","0",".","0","79437",1910,"0",NA,NA
"19930702","Sun Healthcare Group","SHG","866933104","1","0","0",".","0","79438",1983,"1",NA,NA
"19930706","Pro Athletes Golf League",NA,"74265J103","1","0","0",".","0",".",-99,"0",NA,NA
"19930707","Cyrk International","CYRK","232817106","1","1","0",".","0","79376",1976,"0",NA,NA
"19930707","Mississippi Valley Bancshares","MVBI","605720101","1","0","0",".","0","79406",1984,"0",NA,NA
"19930708","People's Choice TV","PCTV","710847104","1","1","0",".","0","79409",1993,"0",NA,NA
"19930708","Stone Energy Corp","SGY","861642106","1","0","0",".","0","79444",1981,"0",NA,NA
"19930708","Titan Holdings","TITN","888303104","1","0","0",".","0","79424",1983,"0",NA,NA
"19930709","Genzyme Transgenics Corp","GZTC","37246E105","1","0","0",".","0","79390",1993,"0",NA,NA
"19930709","Sundance Homes","SUNH","86724Q106","1","0","0",".","0","79423",1975,"0",NA,NA
"19930712","Celestial Seasonings","CTEA","151016102","1","0","0",".","0","79374",1970,"0",NA,NA
"19930712","InterNatural Waters","IBEV","46057S103","1","0","0",".","0","79395",-99,"0",NA,NA
"19930713","VAN KAMPEN MER MUNI OPPTY TR I","VOT","92094410","5","0","0",".","0","79450",-99,"0",NA,NA
"19930714","Fourth Shift","FSFT","351128103","1","1","0",".","0","79385",1982,"0",NA,NA
"19930715","Central Garden & Pet","CENT","153527106","1","0","0",".","0","77780",1980,"0",NA,NA
"19930715","China Tire Holdings","TIR","G2107X108","1","0","1","9100000","0","79445",1991,"0",NA,NA
"19930715","General Atlantic Resources","GARI","369002100","1","0","0",".","0","79386",1981,"0",NA,NA
"19930715","Post Properties Inc","PPS","737464107","1","0","0",".","0","79449",1971,".",NA,NA
"19930715","Steck-Vaughn Publishing","STEK","858045107","1","0","0",".","0","79421",1960,"0",NA,NA
"19930715","TelePad Corporation","TPADA","87943E205","1","0","0",".","0","79425",1990,"0",NA,NA
"19930716","Cyrix","CYRX","232815100","1","1","0",".","0","79377",1988,"0",NA,NA
"19930716","Evans Systems","EVSI","299211102","1","0","0",".","0","79381",1968,"0",NA,NA
"19930716","First Chesapeake Financial","FCFN","319452108","1","0","0",".","0","80708",-99,"0",NA,NA
"19930716","Hollywood Entertainment","HLYW","436141105","1","0","0",".","0","79392",1988,"0",NA,NA
"19930716","Johnstown America Industries","JAII","479477101","1","0","0",".","0","79396",1991,"0",NA,NA
"19930716","Metrocall","MCLL","591647102","1","1","0",".","0","79400",1982,"0",NA,NA
"19930716","Morgan Stanley Em Mkts Debt Fd","MSD","61744H105","6","0","0",".","0","79447",-99,"0",NA,NA
"19930716","Rural/Metro","RURL","781748108","1","0","0",".","0","79417",1948,"0",NA,NA
"19930719","Midisoft","MIDI","597413103","1","0","0",".","0","79402",1986,"0",NA,NA
"19930720","Applied Biometrics","ABIO","03814L103","1","1","0",".","0","79365",1984,"0",NA,NA
"19930720","Dataware Technologies","DWTI","237920103","1","1","0",".","0","79379",1988,"0",NA,NA
"19930721","American Oilfield Divers","DIVE","02872R101","1","0","0",".","0","79378",1981,"0",NA,NA
"19930721","Atlantic Coast Airlines","ACAI","048396105","1","2","0",".","0","79366",1989,"0",NA,NA
"19930721","MDL Information Systems","MDLI","55267R102","1","0","0",".","0","79401",1982,"0",NA,NA
"19930721","Stant","STNT","854727104","1","0","0",".","0","79422",1987,"0",NA,NA
"19930721","Starcraft Automotive","STCR","855258109","1","0","0",".","0","79420",1991,"0",NA,NA
"19930722","Arrow Transportation","ARRW","042769109","1","1","0",".","0","79370",1931,"0",NA,NA
"19930722","Camden Property Trust","CPT","133131102","1","0","1","9131953","0","79452",1993,".",NA,NA
"19930722","Hi-Rise Recycling","HIRI","428396105","1","0","0",".","0","79391",1990,"0",NA,NA
"19930722","Morgan Group","MRGN","617358106","1","0","1","2567000","0","79404",1988,"0",NA,NA
"19930722","MRS Technology","MRSI","553476102","1","1","0",".","0","79405",1986,"0",NA,NA
"19930722","Multi-Market Radio","RDIOA","625432109","1","0","1","1500000","0","79415",1992,"0",NA,NA
"19930722","Nuveen Ins Prem Inc Muni Fd 2","NPX","6706D8104","5","0","0",".","0","79454",-99,"0",NA,NA
"19930722","PetSmart","PETM","716768106","1","1","0",".","0","79411",1986,"0",NA,NA
"19930722","Renal Treatment Centers","RXTC","759671100","1","2","0",".","0","79418",1988,"1",NA,NA
"19930722","United International Holdings","UIHIA","910734102","1","0","1","11313000","0","79428",1989,"0",NA,NA
"19930722","United Meridian","UMC","910865104","1","1","0",".","0","79455",1987,"0",NA,NA
"19930722","Voyageur CO Ins Muni Inc Fund","VCF","92907B106","5","0","0",".","0","79456",-99,"0",NA,NA
"19930722","Wonderware","WNDR","978179109","1","1","0",".","0","79429",1987,"0",NA,NA
"19930723","Franklin Ophthalmic Instrument","FKLN","354267106","1","0","0",".","0","79384",1992,"0",NA,NA
"19930723","Key Technology","KTEC","493143101","1","0","0",".","0","79399",1948,"0",NA,NA
"19930723","Massachusetts Health & Ed","MHE","575672100","5","0","0",".","0","79457",-99,"0",NA,NA
"19930723","Municipal Partners Fund II Inc","MPT","62622E107","5","0","0",".","0","79453",-99,"0",NA,NA
"19930723","MuniVest Pennsylvania Insured","MVP","62629M102","5","0","0",".","0","79555",-99,"0",NA,NA
"19930723","MuniYield Arizona Fund Inc","MZA","62629F107","5","0","0",".","0","79552",-99,"0",NA,NA
"19930723","Nuveen MD Prem Inc Muni Fund 2","NDM","6706G3102","5","0","0",".","0","79458",-99,"0",NA,NA
"19930723","Nuveen OH Prem Inc Muni Fund 2","NOO","6706R4108","5","0","0",".","0","79459",-99,"0",NA,NA
"19930723","Nuveen VA Premium Inc Muni Fd2","NVI","67064S100","5","0","0",".","0","79460",-99,"0",NA,NA
"19930723","Shanghai Petrochemical","SHI","819424102","2","0","0",".","0","79464",1972,"0",NA,NA
"19930727","Alliance World Dol Govt Fnd II","AWF","01879R106","6","0","0",".","0","79461",-99,"0",NA,NA
"19930727","Mountain Parks Financial Corp","MPFC","624246104","1","0","0",".","0","79403",1981,"0",NA,NA
"19930728","AT&T Capital","TCC","00206J100","1","0","0",".","0","79462",1992,"0",NA,NA
"19930728","Servicios Financieros Quadrum","QDRMY","817638109","2","0","0",".","0","79433",-99,"0",NA,NA
"19930729","Greenfield Industries","GFII","395058100","1","0","0",".","0","79387",1986,"0",NA,NA
"19930729","Hungarian Teleconstruct","HTEL","445540107","1","0","0",".","0","79393",1993,"0",NA,NA
"19930729","Omni Insurance Group","OMGR","682107107","1","0","0",".","0","79408",1980,"0",NA,NA
"19930729","StarSight Telecast","SGHT","85568E104","1","0","0",".","0","79419",1986,"0",NA,NA
"19930730","Cygne Designs","CYDS","232556100","1","0","0",".","0","79375",1975,"0",NA,NA
"19930802","Actel","ACTL","004934105","1","1","0",".","0","79467",1985,"0",NA,NA
"19930804","Advanced Surgical","ASUR","00754R108","1","1","0",".","0","79471",1992,"0",NA,NA
"19930804","Best Power Technology","BPTI","086548104","1","0","0",".","0","79473",1977,"0",NA,NA
"19930804","Excel Realty Trust Inc","XEL","30067R107","1","0","0",".","0","79542",1985,".",NA,NA
"19930804","Madge NV","MADGF","N5424G106","1","0","0",".","0","79504",1986,"0",NA,NA
"19930804","Mid Ocean Ltd","MOCNF","G6106110","1","0","0",".","0","79509",1992,"0",NA,NA
"19930805","Arbor Health Care","AHCC","03876L108","1","1","0",".","0","79468",1985,"0",NA,NA
